        79,     19500,   831,  1284,  4022,  1651,   528,  3964
        80,     19750,   961,  1141,  4035,  1808,   428,  3907
        81,     20000,  1098,  1004,  4036,  1967,   338,  3839
        82,     20250,  1241,   874,  4025,  2126,   258,  3760
        83,     20500,  1389,   750,  4001,  2284,   190,  3670
        84,     20750,  1541,   635,  3965,  2441,   132,  3571
        85,     21000,  1697,   529,  3917,  2596,    87,  3461
        86,     21250,  1854,   432,  3858,  2747,    54,  3343
        87,     21500,  2013,   345,  3787,  2894,    33,  3218
        88,     21750,  2172,   269,  3705,  3036,    24,  3084
        89,     22000,  2330,   203,  3613,  3172,    28,  2945
        90,     22250,  2486,   150,  3511,  3301,    44,  2800
        91,     22500,  2640,   108,  3400,  3422,    73,  2650
        92,     22750,  2790,    78,  3280,  3534,   114,  2497
        93,     23000,  2936,    61,  3153,  3638,   167,  2340
        94,     23250,  3076,    56,  3019,  3731,   231,  2182
        95,     23500,  3210,    63,  2878,  3815,   307,  2023
        96,     23750,  3336,    83,  2733,  3887,   393,  1865
        97,     24000,  3455,   115,  2583,  3948,   490,  1707
        98,     24250,  3565,   159,  2429,  3998,   596,  1551
        99,     24500,  3666,   215,  2273,  4035,   711,  1399
       100,     24750,  3757,   282,  2116,  4060,   835,  1250
       101,     25000,  3837,   360,  1957,  4073,   966,  1107
       102,     25250,  3907,   449,  1800,  4073,  1103,   969
       103,     25500,  3964,   548,  1643,  4061,  1247,   838
       104,     25750,  4010,   656,  1489,  4036,  1395,   714
       105,     26000,  4044,   773,  1339,  3999,  1547,   598
       106,     26250,  4066,   898,  1192,  3951,  1703,   492
       107,     26500,  4075,  1030,  1051,  3890,  1861,   395
       108,     26750,  4072,  1168,   916,  3818,  2020,   308
       109,     27000,  4056,  1312,   787,  3735,  2179,   232
       110,     27250,  4028,  1461,   666,  3641,  2337,   167
       111,     27500,  3988,  1614,   554,  3538,  2493,   114
       112,     27750,  3936,  1769,   450,  3426,  2647,    72
       113,     28000,  3872,  1926,   357,  3305,  2797,    43
       114,     28250,  3797,  2084,   273,  3176,  2943,    26
       115,     28500,  3711,  2242,   200,  3040,  3083,    22
       116,     28750,  3615,  2399,   139,  2899,  3216,    30
       117,     29000,  3509,  2554,    89,  2752,  3343,    50
       118,     29250,  3394,  2706,    52,  2600,  3461,    83
       119,     29500,  3271,  2854,    26,  2445,  3571,   128
       120,     29750,  3140,  2998,    13,  2288,  3671,   185
       121,     30000,  3003,  3135,    12,  2129,  3762,   253
       122,     30250,  2859,  3266,    23,  1970,  3841,   333
       123,     30500,  2711,  3390,    47,  1811,  3910,   423
       124,     30750,  2559,  3505,    83,  1654,  3967,   523
       125,     31000,  2403,  3612,   131,  1499,  4013,   632
       126,     31250,  2245,  3709,   191,  1347,  4046,   750
       127,     31500,  2086,  3796,   262,  1200,  4067,   876
       128,     31750,  1927,  3872,   344,  1058,  4076,  1010
       129,     32000,  1769,  3937,   436,   922,  4072,  1150
       130,     32250,  1612,  3991,   539,   793,  4055,  1295
       131,     32500,  1458,  4033,   650,   671,  4027,  1445
       132,     32750,  1307,  4063,   770,   559,  3986,  1599
       133,     33000,  1161,  4080,   897,   455,  3933,  1755
       134,     33250,  1021,  4085,  1032,   361,  3868,  1914
       135,     33500,   887,  4078,  1173,   277,  3792,  2073
       136,     33750,   760,  4058,  1319,   205,  3706,  2232
       137,     34000,   641,  4026,  1469,   144,  3609,  2390
       138,     34250,   531,  3982,  1623,    94,  3502,  2546
       139,     34500,   430,  3926,  1779,    57,  3387,  2699
       140,     34750,   339,  3858,  1937,    32,  3263,  2848
       141,     35000,   258,  3780,  2096,    19,  3132,  2992
       142,     35250,   189,  3691,  2254,    19,  2994,  3130
       143,     35500,   131,  3592,  2410,    31,  2851,  3261
       144,     35750,    85,  3483,  2565,    56,  2702,  3385
       145,     36000,    51,  3366,  2716,    93,  2549,  3501
       146,     36250,    29,  3241,  2863,   142,  2393,  3608
       147,     36500,    20,  3109,  3004,   203,  2235,  3705
       148,     36750,    23,  2970,  3140,   275,  2076,  3792
       149,     37000,    39,  2825,  3269,   358,  1917,  3868
       150,     37250,    67,  2676,  3390,   451,  1758,  3933
       151,     37500,   107,  2523,  3502,   555,  1601,  3987
       152,     37750,   160,  2368,  3606,   668,  1447,  4028
       153,     38000,   224,  2210,  3700,   789,  1297,  4057
       154,     38250,   299,  2052,  3784,   918,  1151,  4074
       155,     38500,   385,  1893,  3856,  1054,  1011,  4079
       156,     38750,   481,  1736,  3918,  1196,   877,  4071
       157,     39000,   587,  1581,  3968,  1343,   750,  4050
       158,     39250,   702,  1429,  4006,  1495,   632,  4017
       159,     39500,   826,  1280,  4031,  1650,   522,  3972
       160,     39750,   957,  1137,  4045,  1807,   421,  3915
       161,     40000,  1094,   999,  4046,  1966,   331,  3847
       162,     40250,  1238,   868,  4034,  2126,   251,  3767
       163,     40500,  1387,   744,  4010,  2285,   182,  3677
       164,     40750,  1539,   628,  3974,  2443,   125,  3577
       165,     41000,  1695,   521,  3926,  2598,    79,  3467
       166,     41250,  1853,   424,  3866,  2750,    46,  3349
       167,     41500,  2012,   337,  3795,  2898,    25,  3222
       168,     41750,  2172,   261,  3713,  3040,    16,  3089
       169,     42000,  2331,   195,  3620,  3176,    20,  2948
       170,     42250,  2488,   141,  3518,  3305,    37,  2803
       171,     42500,  2642,    99,  3406,  3427,    65,  2652
       172,     42750,  2793,    70,  3286,  3540,   107,  2498
       173,     43000,  2939,    52,  3159,  3644,   160,  2342
       174,     43250,  3080,    47,  3024,  3738,   224,  2183
       175,     43500,  3214,    55,  2883,  3822,   300,  2023
       176,     43750,  3341,    74,  2737,  3894,   387,  1864
       177,     44000,  3460,   106,  2586,  3956,   484,  1706
       178,     44250,  3571,   151,  2432,  4005,   591,  1550
       179,     44500,  3672,   207,  2275,  4043,   706,  1396
       180,     44750,  3763,   274,  2117,  4068,   830,  1247
       181,     45000,  3844,   353,  1958,  4081,   962,  1103
       182,     45250,  3913,   442,  1800,  4081,  1100,   965
       183,     45500,  3971,   541,  1643,  4068,  1244,   833
       184,     45750,  4017,   650,  1489,  4044,  1393,   709
       185,     46000,  4051,   767,  1338,  4007,  1546,   593
       186,     46250,  4073,   892,  1191,  3957,  1702,   486
       187,     46500,  4082,  1025,  1049,  3896,  1860,   389
       188,     46750,  4079,  1164,   913,  3824,  2019,   302
       189,     47000,  4063,  1309,   784,  3741,  2179,   225
       190,     47250,  4035,  1458,   663,  3647,  2338,   160
       191,     47500,  3995,  1611,   550,  3543,  2495,   107
       192,     47750,  3942,  1767,   446,  3431,  2649,    65
       193,     48000,  3878,  1925,   352,  3309,  2800,    36
       194,     48250,  3803,  2083,   268,  3180,  2946,    19
       195,     48500,  3716,  2242,   196,  3044,  3086,    15
       196,     48750,  3620,  2399,   134,  2902,  3220,    23
       197,     49000,  3514,  2555,    84,  2754,  3347,    43
       198,     49250,  3398,  2707,    46,  2602,  3466,    76
       199,     49500,  3275,  2856,    20,  2447,  3576,   122
       200,     49750,  3144,  3000,     7,  2289,  3677,   179
       201,     50000,  3006,  3137,     6,  2130,  3767,   247
       202,     50250,  2862,  3269,    18,  1970,  3847,   327
       203,     50500,  2713,  3393,    42,  1810,  3916,   417
       204,     50750,  2560,  3509,    78,  1652,  3974,   518
       205,     51000,  2404,  3615,   126,  1497,  4019,   627
       206,     51250,  2246,  3713,   186,  1345,  4053,   746
       207,     51500,  2087,  3800,   258,  1197,  4074,   873
       208,     51750,  1927,  3877,   340,  1055,  4082,  1006
       209,     52000,  1768,  3942,   433,   918,  4078,  1147
       210,     52250,  1611,  3996,   535,   789,  4062,  1293
       211,     52500,  1456,  4038,   647,   667,  4033,  1443
       212,     52750,  1305,  4068,   767,   554,  3992,  1597
       213,     53000,  1159,  4085,   895,   450,  3939,  1755
       214,     53250,  1018,  4090,  1030,   356,  3874,  1913
       215,     53500,   883,  4083,  1171,   272,  3798,  2073
       216,     53750,   756,  4063,  1318,   199,  3711,  2233
       217,     54000,   637,  4031,  1469,   138,  3614,  2391
       218,     54250,   526,  3986,  1623,    88,  3507,  2548
       219,     54500,   425,  3930,  1780,    51,  3391,  2701
       220,     54750,   334,  3863,  1938,    25,  3267,  2850
       221,     55000,   253,  3784,  2097,    13,  3135,  2995
       222,     55250,   183,  3695,  2256,    12,  2997,  3133
       223,     55500,   125,  3595,  2413,    25,  2853,  3265
       224,     55750,    79,  3487,  2567,    50,  2704,  3389
       225,     56000,    45,  3369,  2719,    87,  2551,  3505
       226,     56250,    23,  3243,  2866,   136,  2394,  3612
       227,     56500,    14,  3111,  3008,   197,  2236,  3710
       228,     56750,    17,  2971,  3144,   270,  2076,  3797
       229,     57000,    33,  2827,  3273,   353,  1916,  3874
       230,     57250,    61,  2677,  3395,   447,  1757,  3939
       231,     57500,   102,  2524,  3508,   551,  1600,  3992
       232,     57750,   154,  2368,  3612,   664,  1446,  4034
       233,     58000,   218,  2210,  3706,   785,  1295,  4063
       234,     58250,   294,  2051,  3790,   914,  1149,  4080
       235,     58500,   380,  1892,  3863,  1051,  1008,  4084
       236,     58750,   477,  1734,  3924,  1193,   874,  4076
       237,     59000,   583,  1578,  3974,  1341,   747,  4056
       238,     59250,   699,  1426,  4012,  1493,   628,  4023
       239,     59500,   822,  1277,  4038,  1649,   518,  3977
       240,     59750,   954,  1133,  4051,  1807,   417,  3920
       241,     60000,  1092,   995,  4052,  1966,   326,  3852
       242,     60250,  1236,   863,  4041,  2126,   246,  3772
       243,     60500,  1385,   739,  4017,  2286,   177,  3681
       244,     60750,  1538,   623,  3980,  2444,   119,  3581
       245,     61000,  1694,   516,  3932,  2600,    74,  3471
       246,     61250,  1852,   419,  3872,  2752,    40,  3352
       247,     61500,  2012,   331,  3801,  2900,    19,  3225
       248,     61750,  2172,   255,  3718,  3043,    11,  3091
       249,     62000,  2331,   189,  3626,  3179,    15,  2951
       250,     62250,  2489,   135,  3523,  3309,    31,  2805
       251,     62500,  2643,    93,  3411,  3431,    60,  2654
       252,     62750,  2794,    64,  3291,  3544,   102,  2500
       253,     63000,  2941,    46,  3163,  3648,   155,  2342
       254,     63250,  3082,    41,  3027,  3742,   220,  2183
       255,     63500,  3217,    48,  2886,  3826,   296,  2023
       256,     63750,  3344,    68,  2740,  3899,   383,  1863
       257,     64000,  3464,   101,  2589,  3960,   480,  1705
       258,     64250,  3574,   145,  2434,  4010,   587,  1548
       259,     64500,  3676,   201,  2277,  4048,   703,  1395
       260,     64750,  3767,   269,  2119,  4073,   827,  1245
       261,     65000,  3848,   347,  1960,  4086,   959,  1101
       262,     65250,  3917,   437,  1801,  4086,  1097,   962
       263,     65500,  3976,   536,  1644,  4073,  1242,   830
       264,     65750,  4022,   645,  1489,  4049,  1391,   706
       265,     66000,  4056,   763,  1337,  4011,  1544,   590
       266,     66250,  4078,   888,  1190,  3962,  1701,   482
       267,     66500,  4087,  1021,  1048,  3901,  1860,   385
       268,     66750,  4084,  1161,   912,  3828,  2019,   297
       269,     67000,  4068,  1306,   782,  3745,  2179,   221
       270,     67250,  4040,  1455,   661,  3651,  2339,   156
       271,     67500,  3999,  1609,   548,  3547,  2496,   102
       272,     67750,  3946,  1765,   444,  3434,  2651,    61
       273,     68000,  3882,  1923,   350,  3312,  2802,    31
       274,     68250,  3807,  2082,   266,  3183,  2948,    14
       275,     68500,  3720,  2241,   193,  3046,  3089,    10
       276,     68750,  3623,  2399,   131,  2904,  3223,    18
       277,     69000,  3517,  2555,    81,  2756,  3350,    39
       278,     69250,  3401,  2708,    43,  2603,  3469,    72
       279,     69500,  3278,  2856,    17,  2448,  3579,   117
       280,     69750,  3146,  3000,     4,  2289,  3680,   174
       281,     70000,  3008,  3139,     3,  2130,  3771,   243
       282,     70250,  2864,  3270,    15,  1970,  3851,   323
       283,     70500,  2715,  3395,    39,  1810,  3920,   414
       284,     70750,  2561,  3511,    75,  1652,  3978,   514
       285,     71000,  2405,  3618,   123,  1496,  4024,   624
       286,     71250,  2246,  3715,   184,  1343,  4057,   743
       287,     71500,  2087,  3803,   255,  1195,  4078,   870
       288,     71750,  1927,  3879,   337,  1052,  4087,  1004
       289,     72000,  1767,  3945,   430,   916,  4083,  1145
       290,     72250,  1610,  3999,   533,   786,  4066,  1291
       291,     72500,  1455,  4041,   645,   664,  4037,  1442
       292,     72750,  1304,  4071,   766,   551,  3996,  1596
       293,     73000,  1157,  4088,   894,   446,  3943,  1754
       294,     73250,  1016,  4093,  1029,   352,  3878,  1913
       295,     73500,   881,  4086,  1171,   268,  3801,  2073
       296,     73750,   753,  4066,  1317,   195,  3714,  2233
       297,     74000,   634,  4033,  1469,   134,  3617,  2392
       298,     74250,   523,  3989,  1623,    84,  3510,  2549
       299,     74500,   422,  3933,  1780,    47,  3394,  2702
       300,     74750,   330,  3865,  1939,    21,  3270,  2852
       301,     75000,   249,  3786,  2098,     9,  3138,  2996
       302,     75250,   180,  3697,  2257,     8,  2999,  3135
       303,     75500,   121,  3597,  2414,    21,  2855,  3267
       304,     75750,    75,  3488,  2570,    46,  2705,  3392
       305,     76000,    41,  3370,  2721,    83,  2552,  3508
       306,     76250,    19,  3245,  2869,   132,  2395,  3615
       307,     76500,    10,  3112,  3011,   193,  2236,  3713
       308,     76750,    13,  2972,  3147,   266,  2076,  3801
       309,     77000,    29,  2827,  3277,   350,  1916,  3877
       310,     77250,    57,  2677,  3398,   444,  1757,  3942
       311,     77500,    98,  2524,  3512,   548,  1599,  3996
       312,     77750,   151,  2367,  3616,   661,  1444,  4038
       313,     78000,   215,  2209,  3710,   783,  1293,  4067
       314,     78250,   291,  2050,  3794,   912,  1147,  4084
       315,     78500,   377,  1891,  3867,  1049,  1006,  4088
       316,     78750,   474,  1733,  3929,  1192,   872,  4080
       317,     79000,   581,  1577,  3979,  1340,   744,  4059
       318,     79250,   696,  1424,  4017,  1492,   625,  4026
       319,     79500,   820,  1275,  4043,  1648,   515,  3981
       320,     79750,   952,  1130,  4056,  1806,   414,  3924
       321,     80000,  1090,   992,  4057,  1966,   323,  3855
       322,     80250,  1234,   860,  4045,  2126,   243,  3775
       323,     80500,  1383,   736,  4021,  2286,   174,  3684
       324,     80750,  1537,   620,  3985,  2445,   116,  3584
       325,     81000,  1693,   513,  3937,  2601,    70,  3473
       326,     81250,  1852,   415,  3876,  2753,    37,  3354
       327,     81500,  2012,   327,  3805,  2901,    16,  3227
       328,     81750,  2172,   251,  3722,  3044,     7,  3093
       329,     82000,  2332,   185,  3629,  3181,    11,  2952
       330,     82250,  2489,   131,  3527,  3311,    28,  2806
       331,     82500,  2644,    89,  3415,  3433,    57,  2655
       332,     82750,  2796,    59,  3294,  3547,    98,  2500
       333,     83000,  2942,    42,  3166,  3651,   151,  2343
       334,     83250,  3084,    37,  3030,  3745,   217,  2183
       335,     83500,  3218,    44,  2889,  3829,   293,  2023
       336,     83750,  3346,    64,  2742,  3902,   380,  1863
       337,     84000,  3466,    96,  2591,  3964,   477,  1704
       338,     84250,  3577,   141,  2436,  4013,   585,  1547
       339,     84500,  3678,   197,  2279,  4051,   701,  1394
       340,     84750,  3770,   265,  2120,  4076,   825,  1244
       341,     85000,  3851,   344,  1961,  4089,   957,  1099
       342,     85250,  3920,   433,  1802,  4089,  1096,   960
       343,     85500,  3979,   533,  1644,  4077,  1240,   828
       344,     85750,  4025,   642,  1489,  4052,  1390,   704
       345,     86000,  4059,   760,  1337,  4015,  1544,   587
       346,     86250,  4081,   885,  1190,  3965,  1700,   480
       347,     86500,  4090,  1019,  1047,  3904,  1859,   382
       348,     86750,  4087,  1158,   911,  3831,  2019,   295
       349,     87000,  4071,  1303,   782,  3748,  2180,   218
       350,     87250,  4043,  1453,   660,  3653,  2339,   153
       351,     87500,  4002,  1607,   547,  3549,  2497,    99
       352,     87750,  3949,  1763,   442,  3436,  2652,    57
       353,     88000,  3885,  1922,   348,  3314,  2803,    28
       354,     88250,  3809,  2081,   264,  3184,  2949,    11
       355,     88500,  3723,  2240,   191,  3048,  3090,     7
       356,     88750,  3626,  2398,   129,  2905,  3225,    15
       357,     89000,  3519,  2554,    79,  2757,  3352,    36
       358,     89250,  3403,  2707,    41,  2604,  3471,    69
       359,     89500,  3279,  2857,    15,  2448,  3582,   114
       360,     89750,  3148,  3001,     2,  2290,  3683,   172
       361,     90000,  3009,  3139,     1,  2130,  3774,   240
       362,     90250,  2865,  3271,    13,  1969,  3854,   320
       363,     90500,  2716,  3395,    37,  1810,  3923,   411
       364,     90750,  2562,  3512,    73,  1651,  3981,   512
       365,     91000,  2406,  3619,   122,  1495,  4027,   622
       366,     91250,  2247,  3717,   182,  1342,  4060,   741
       367,     91500,  2087,  3804,   254,  1194,  4081,   868
       368,     91750,  1926,  3881,   336,  1051,  4090,  1003
       369,     92000,  1767,  3946,   429,   914,  4086,  1143
       370,     92250,  1609,  4000,   532,   784,  4069,  1290
       371,     92500,  1454,  4042,   644,   662,  4040,  1441
       372,     92750,  1302,  4072,   765,   548,  3999,  1596
       373,     93000,  1156,  4090,   893,   444,  3945,  1753
       374,     93250,  1014,  4095,  1029,   350,  3880,  1913
       375,     93500,   879,  4087,  1171,   266,  3804,  2073
       376,     93750,   752,  4067,  1318,   193,  3717,  2233
       377,     94000,   632,  4035,  1469,   131,  3619,  2392
       378,     94250,   521,  3991,  1624,    81,  3512,  2549
       379,     94500,   419,  3934,  1781,    44,  3396,  2703
       380,     94750,   328,  3866,  1940,    19,  3271,  2853
       381,     95000,   247,  3787,  2099,     6,  3139,  2998
       382,     95250,   177,  3698,  2258,     6,  3000,  3137
       383,     95500,   119,  3598,  2416,    18,  2856,  3269
       384,     95750,    72,  3489,  2571,    43,  2706,  3394
       385,     96000,    38,  3371,  2723,    80,  2552,  3510
       386,     96250,    16,  3245,  2871,   130,  2395,  3618
       387,     96500,     7,  3112,  3013,   191,  2236,  3715
       388,     96750,    10,  2972,  3150,   264,  2076,  3803
       389,     97000,    26,  2827,  3279,   347,  1916,  3879
       390,     97250,    55,  2677,  3401,   442,  1756,  3945
       391,     97500,    95,  2523,  3514,   546,  1599,  3999
       392,     97750,   148,  2366,  3619,   659,  1444,  4040
       393,     98000,   213,  2208,  3713,   781,  1292,  4070
       394,     98250,   288,  2049,  3797,   911,  1146,  4087
       395,     98500,   375,  1889,  3870,  1048,  1005,  4091
       396,     98750,   472,  1731,  3932,  1191,   870,  4083
       397,     99000,   579,  1575,  3982,  1339,   743,  4062
       398,     99250,   694,  1422,  4020,  1491,   623,  4029
       399,     99500,   818,  1273,  4046,  1647,   513,  3983
       400,     99750,   950,  1128,  4060,  1806,   412,  3926
       401,    100000,  1089,   990,  4060,  1966,   321,  3857
       402,    100250,  1233,   858,  4049,  2127,   241,  3777
       403,    100500,  1383,   733,  4025,  2287,   171,  3686
       404,    100750,  1536,   617,  3988,  2445,   114,  3585
       405,    101000,  1693,   510,  3940,  2601,    68,  3475
       406,    101250,  1852,   412,  3880,  2754,    34,  3356
       407,    101500,  2012,   324,  3808,  2902,    13,  3229
       408,    101750,  2172,   248,  3725,  3046,     5,  3094
       409,    102000,  2332,   182,  3632,  3182,     9,  2953
       410,    102250,  2490,   128,  3529,  3312,    25,  2807
       411,    102500,  2645,    86,  3417,  3435,    55,  2656
       412,    102750,  2796,    56,  3297,  3548,    96,  2501
       413,    103000,  2943,    38,  3168,  3653,   149,  2343
       414,    103250,  3085,    33,  3033,  3747,   214,  2184
       415,    103500,  3220,    41,  2891,  3831,   291,  2023
       416,    103750,  3347,    61,  2744,  3904,   378,  1863
       417,    104000,  3467,    93,  2592,  3966,   476,  1704
       418,    104250,  3578,   137,  2437,  4016,   583,  1547
       419,    104500,  3680,   194,  2280,  4053,   699,  1393
       420,    104750,  3772,   262,  2121,  4078,   824,  1243
       421,    105000,  3853,   341,  1962,  4091,   956,  1098
       422,    105250,  3922,   430,  1803,  4091,  1095,   959
       423,    105500,  3981,   530,  1645,  4079,  1240,   827
       424,    105750,  4027,   639,  1490,  4054,  1389,   702
       425,    106000,  4061,   757,  1338,  4017,  1543,   586
       426,    106250,  4083,   883,  1190,  3967,  1700,   478
       427,    106500,  4092,  1016,  1047,  3906,  1859,   380
       428,    106750,  4089,  1156,   911,  3833,  2019,   293
       429,    107000,  4073,  1302,   781,  3749,  2180,   216
       430,    107250,  4045,  1452,   660,  3655,  2339,   151
       431,    107500,  4004,  1605,   546,  3551,  2497,    97
       432,    107750,  3951,  1762,   442,  3437,  2652,    55
       433,    108000,  3887,  1921,   347,  3315,  2804,    26
       434,    108250,  3811,  2080,   263,  3186,  2950,     9
       435,    108500,  3724,  2239,   190,  3049,  3091,     5
       436,    108750,  3627,  2398,   128,  2906,  3226,    13
       437,    109000,  3520,  2554,    78,  2757,  3353,    34
       438,    109250,  3405,  2707,    40,  2605,  3473,    67
       439,    109500,  3280,  2856,    14,  2449,  3583,   112
       440,    109750,  3149,  3001,     1,  2290,  3684,   170
       441,    110000,  3010,  3139,     0,  2130,  3776,   239
       442,    110250,  2866,  3271,    12,  1969,  3856,   319
       443,    110500,  2716,  3396,    36,  1809,  3925,   409
       444,    110750,  2563,  3512,    73,  1651,  3983,   510
       445,    111000,  2406,  3619,   121,  1494,  4029,   621
       446,    111250,  2247,  3717,   181,  1342,  4062,   740
       447,    111500,  2087,  3805,   253,  1193,  4083,   867
       448,    111750,  1926,  3882,   336,  1050,  4092,  1002
       449,    112000,  1766,  3947,   429,   913,  4088,  1143
       450,    112250,  1609,  4001,   532,   783,  4071,  1289
       451,    112500,  1453,  4043,   644,   661,  4042,  1440
       452,    112750,  1302,  4073,   765,   547,  4001,  1595
       453,    113000,  1155,  4091,   893,   443,  3947,  1753
       454,    113250,  1013,  4096,  1029,   348,  3882,  1913
       455,    113500,   878,  4088,  1171,   264,  3806,  2073
       456,    113750,   750,  4068,  1318,   191,  3718,  2234
       457,    114000,   631,  4036,  1469,   129,  3621,  2393
       458,    114250,   519,  3991,  1624,    80,  3513,  2550
       459,    114500,   418,  3935,  1782,    42,  3397,  2704
       460,    114750,   326,  3867,  1941,    17,  3272,  2854
       461,    115000,   245,  3788,  2101,     4,  3140,  2999
       462,    115250,   175,  3698,  2260,     4,  3001,  3138
       463,    115500,   117,  3599,  2417,    16,  2856,  3270
       464,    115750,    71,  3489,  2573,    41,  2707,  3395
       465,    116000,    36,  3371,  2725,    79,  2553,  3511
       466,    116250,    15,  3245,  2873,   128,  2396,  3619
       467,    116500,     5,  3112,  3015,   189,  2237,  3717
       468,    116750,     9,  2972,  3152,   262,  2076,  3804
       469,    117000,    25,  2827,  3281,   346,  1916,  3881
       470,    117250,    53,  2676,  3403,   440,  1756,  3946
       471,    117500,    94,  2522,  3517,   544,  1598,  4000
       472,    117750,   147,  2366,  3621,   658,  1443,  4042
       473,    118000,   211,  2207,  3716,   780,  1292,  4071
       474,    118250,   287,  2048,  3800,   910,  1145,  4088
       475,    118500,   374,  1888,  3873,  1047,  1004,  4093
       476,    118750,   471,  1730,  3935,  1190,   869,  4084
       477,    119000,   577,  1574,  3985,  1338,   742,  4064
       478,    119250,   693,  1420,  4023,  1491,   622,  4030
       479,    119500,   817,  1271,  4049,  1647,   512,  3985
       480,    119750,   949,  1127,  4062,  1806,   411,  3927
       481,    120000,  1088,   988,  4063,  1966,   319,  3858
