       149,     37000,    31,  2872,  3228,   391,  1860,  3894
       150,     37250,    56,  2724,  3352,   488,  1702,  3955
       151,     37500,    92,  2572,  3468,   595,  1546,  4004
       152,     37750,   141,  2417,  3574,   711,  1393,  4041
       153,     38000,   201,  2260,  3671,   835,  1244,  4066
       154,     38250,   273,  2102,  3758,   966,  1101,  4079
       155,     38500,   355,  1943,  3834,  1104,   962,  4078
       156,     38750,   449,  1786,  3900,  1248,   831,  4066
       157,     39000,   552,  1629,  3953,  1397,   707,  4041
       158,     39250,   664,  1476,  3995,  1550,   592,  4003
       159,     39500,   785,  1326,  4025,  1706,   485,  3954
       160,     39750,   913,  1181,  4042,  1864,   388,  3893
       161,     40000,  1049,  1041,  4047,  2024,   301,  3820
       162,     40250,  1191,   908,  4039,  2183,   225,  3737
       163,     40500,  1338,   782,  4019,  2342,   160,  3643
       164,     40750,  1490,   663,  3987,  2498,   107,  3539
       165,     41000,  1645,   553,  3943,  2653,    66,  3426
       166,     41250,  1802,   453,  3887,  2803,    37,  3305
       167,     41500,  1961,   363,  3819,  2949,    20,  3176
       168,     41750,  2121,   283,  3740,  3089,    16,  3040
       169,     42000,  2280,   214,  3651,  3223,    25,  2897
       170,     42250,  2438,   156,  3552,  3349,    46,  2750
       171,     42500,  2593,   110,  3443,  3468,    79,  2598
       172,     42750,  2745,    77,  3326,  3577,   124,  2443
       173,     43000,  2893,    55,  3201,  3678,   182,  2285
       174,     43250,  3036,    46,  3068,  3768,   250,  2126
       175,     43500,  3172,    50,  2929,  3848,   330,  1966
       176,     43750,  3302,    65,  2784,  3916,   421,  1807
       177,     44000,  3424,    94,  2635,  3973,   521,  1649
       178,     44250,  3537,   134,  2482,  4019,   631,  1494
       179,     44500,  3641,   186,  2326,  4052,   750,  1342
       180,     44750,  3736,   250,  2169,  4072,   877,  1194
       181,     45000,  3820,   325,  2010,  4081,  1010,  1052
       182,     45250,  3893,   411,  1852,  4076,  1151,   916
       183,     45500,  3955,   507,  1694,  4060,  1297,   787
       184,     45750,  4005,   613,  1539,  4031,  1447,   665
       185,     46000,  4043,   727,  1387,  3989,  1601,   553
       186,     46250,  4068,   850,  1238,  3936,  1758,   449
       187,     46500,  4082,   981,  1095,  3871,  1917,   355
       188,     46750,  4082,  1118,   957,  3794,  2077,   272
       189,     47000,  4071,  1261,   826,  3707,  2236,   199
       190,     47250,  4046,  1409,   702,  3610,  2395,   138
       191,     47500,  4010,  1561,   586,  3503,  2551,    89
       192,     47750,  3961,  1716,   480,  3387,  2704,    52
       193,     48000,  3901,  1873,   382,  3263,  2853,    27
       194,     48250,  3829,  2032,   295,  3131,  2997,    14
       195,     48500,  3746,  2191,   219,  2993,  3135,    14
       196,     48750,  3653,  2349,   154,  2849,  3267,    27
       197,     49000,  3549,  2505,   100,  2700,  3391,    52
       198,     49250,  3437,  2658,    58,  2547,  3507,    90
       199,     49500,  3316,  2808,    29,  2390,  3613,   139
       200,     49750,  3187,  2954,    11,  2232,  3711,   200
       201,     50000,  3051,  3094,     7,  2072,  3797,   273
       202,     50250,  2909,  3227,    14,  1913,  3874,   357
       203,     50500,  2762,  3354,    34,  1754,  3939,   451
       204,     50750,  2610,  3472,    66,  1597,  3992,   554
       205,     51000,  2455,  3582,   111,  1443,  4033,   668
       206,     51250,  2297,  3683,   167,  1292,  4062,   789
       207,     51500,  2138,  3773,   235,  1146,  4079,   919
       208,     51750,  1978,  3853,   314,  1006,  4083,  1055
       209,     52000,  1818,  3922,   403,   872,  4074,  1198
       210,     52250,  1660,  3980,   502,   745,  4053,  1345
       211,     52500,  1505,  4026,   611,   626,  4020,  1497
       212,     52750,  1353,  4059,   729,   516,  3974,  1653
       213,     53000,  1205,  4081,   854,   416,  3917,  1811
       214,     53250,  1062,  4090,   987,   326,  3848,  1970
       215,     53500,   925,  4086,  1126,   246,  3768,  2130
       216,     53750,   795,  4071,  1271,   177,  3678,  2290
       217,     54000,   673,  4042,  1421,   120,  3577,  2447
       218,     54250,   560,  4002,  1574,    75,  3467,  2603
       219,     54500,   455,  3949,  1730,    42,  3348,  2755
       220,     54750,   361,  3885,  1888,    21,  3221,  2903
       221,     55000,   277,  3810,  2047,    12,  3087,  3045
       222,     55250,   203,  3724,  2205,    17,  2946,  3182
       223,     55500,   142,  3628,  2363,    34,  2800,  3311
       224,     55750,    91,  3522,  2519,    63,  2650,  3432
       225,     56000,    53,  3407,  2671,   104,  2495,  3545
       226,     56250,    28,  3284,  2820,   158,  2338,  3649
       227,     56500,    14,  3154,  2964,   223,  2179,  3743
       228,     56750,    14,  3016,  3102,   299,  2019,  3827
       229,     57000,    26,  2873,  3233,   386,  1860,  3899
       230,     57250,    50,  2725,  3357,   484,  1701,  3960
       231,     57500,    86,  2573,  3473,   591,  1545,  4010
       232,     57750,   135,  2417,  3579,   707,  1391,  4047
       233,     58000,   196,  2260,  3677,   831,  1242,  4072
       234,     58250,   268,  2101,  3764,   963,  1098,  4084
       235,     58500,   351,  1942,  3840,  1102,   959,  4084
       236,     58750,   444,  1784,  3906,  1246,   828,  4072
       237,     59000,   547,  1627,  3960,  1395,   703,  4046
       238,     59250,   660,  1473,  4001,  1549,   588,  4009
       239,     59500,   781,  1323,  4031,  1705,   481,  3959
       240,     59750,   910,  1178,  4048,  1864,   383,  3898
       241,     60000,  1046,  1038,  4053,  2024,   296,  3825
       242,     60250,  1189,   904,  4046,  2183,   220,  3742
       243,     60500,  1336,   777,  4026,  2342,   155,  3647
       244,     60750,  1488,   659,  3993,  2500,   102,  3543
       245,     61000,  1643,   549,  3949,  2654,    61,  3430
       246,     61250,  1801,   448,  3893,  2805,    32,  3308
       247,     61500,  1961,   357,  3825,  2951,    15,  3179
       248,     61750,  2121,   277,  3746,  3092,    11,  3042
       249,     62000,  2280,   208,  3656,  3226,    19,  2899
       250,     62250,  2439,   150,  3557,  3352,    40,  2752
       251,     62500,  2594,   104,  3448,  3471,    74,  2599
       252,     62750,  2747,    71,  3330,  3581,   119,  2444
       253,     63000,  2895,    49,  3205,  3682,   177,  2285
       254,     63250,  3038,    40,  3072,  3772,   246,  2126
       255,     63500,  3175,    43,  2932,  3852,   326,  1966
       256,     63750,  3305,    59,  2787,  3921,   417,  1806
       257,     64000,  3427,    88,  2638,  3978,   517,  1648
       258,     64250,  3540,   128,  2484,  4024,   628,  1492
       259,     64500,  3645,   181,  2328,  4057,   747,  1340
       260,     64750,  3740,   245,  2170,  4078,   874,  1192
       261,     65000,  3824,   320,  2011,  4086,  1008,  1050
       262,     65250,  3897,   406,  1852,  4081,  1149,   913
       263,     65500,  3959,   502,  1695,  4065,  1295,   784
       264,     65750,  4009,   608,  1539,  4035,  1446,   662
       265,     66000,  4047,   723,  1386,  3994,  1600,   549
       266,     66250,  4073,   846,  1237,  3940,  1758,   445
       267,     66500,  4086,   977,  1094,  3875,  1917,   351
       268,     66750,  4087,  1114,   955,  3799,  2077,   267
       269,     67000,  4075,  1258,   824,  3711,  2237,   195
       270,     67250,  4051,  1406,   700,  3614,  2395,   134
       271,     67500,  4014,  1558,   584,  3507,  2552,    84
       272,     67750,  3965,  1714,   477,  3390,  2705,    47
       273,     68000,  3905,  1872,   380,  3266,  2855,    22
       274,     68250,  3833,  2031,   293,  3134,  2999,    10
       275,     68500,  3750,  2190,   216,  2995,  3138,    10
       276,     68750,  3656,  2348,   151,  2851,  3270,    22
       277,     69000,  3553,  2505,    97,  2701,  3394,    48
       278,     69250,  3440,  2659,    55,  2548,  3510,    85
       279,     69500,  3319,  2809,    25,  2391,  3617,   135
       280,     69750,  3189,  2955,     8,  2232,  3714,   196
       281,     70000,  3053,  3095,     3,  2072,  3801,   269
       282,     70250,  2911,  3229,    11,  1912,  3878,   353
       283,     70500,  2763,  3355,    31,  1753,  3943,   447
       284,     70750,  2611,  3474,    63,  1596,  3996,   551
       285,     71000,  2456,  3584,   108,  1441,  4037,   665
       286,     71250,  2297,  3685,   164,  1290,  4066,   786
       287,     71500,  2138,  3776,   232,  1144,  4083,   916
       288,     71750,  1978,  3856,   311,  1003,  4087,  1053
       289,     72000,  1818,  3925,   401,   869,  4079,  1196
       290,     72250,  1660,  3983,   500,   742,  4058,  1344
       291,     72500,  1504,  4029,   609,   623,  4024,  1496
       292,     72750,  1351,  4062,   727,   513,  3979,  1652
       293,     73000,  1203,  4084,   853,   413,  3921,  1810
       294,     73250,  1060,  4093,   986,   322,  3852,  1970
       295,     73500,   923,  4090,  1126,   242,  3772,  2130
       296,     73750,   793,  4074,  1271,   173,  3681,  2290
       297,     74000,   671,  4045,  1421,   116,  3580,  2448
       298,     74250,   557,  4005,  1574,    71,  3470,  2604
       299,     74500,   452,  3952,  1731,    37,  3351,  2756
       300,     74750,   357,  3888,  1889,    17,  3223,  2905
       301,     75000,   273,  3813,  2048,     8,  3089,  3047
       302,     75250,   200,  3726,  2207,    13,  2948,  3184
       303,     75500,   138,  3630,  2365,    30,  2802,  3313
       304,     75750,    88,  3524,  2521,    59,  2651,  3435
       305,     76000,    50,  3409,  2673,   100,  2496,  3548
       306,     76250,    24,  3286,  2822,   154,  2339,  3652
       307,     76500,    10,  3155,  2966,   219,  2179,  3747
       308,     76750,    10,  3017,  3105,   296,  2019,  3830
       309,     77000,    22,  2874,  3236,   383,  1859,  3903
       310,     77250,    46,  2725,  3360,   481,  1700,  3964
       311,     77500,    83,  2573,  3476,   588,  1544,  4013
       312,     77750,   132,  2417,  3583,   704,  1390,  4051
       313,     78000,   192,  2259,  3681,   829,  1241,  4076
       314,     78250,   264,  2100,  3768,   961,  1096,  4088
       315,     78500,   347,  1941,  3845,  1100,   957,  4088
       316,     78750,   441,  1782,  3910,  1245,   825,  4075
       317,     79000,   545,  1626,  3964,  1394,   701,  4050
       318,     79250,   657,  1471,  4006,  1548,   585,  4013
       319,     79500,   779,  1321,  4036,  1705,   478,  3963
       320,     79750,   908,  1175,  4053,  1863,   380,  3901
       321,     80000,  1044,  1035,  4058,  2023,   293,  3828
       322,     80250,  1187,   901,  4050,  2184,   217,  3745
       323,     80500,  1335,   774,  4030,  2343,   152,  3650
       324,     80750,  1487,   655,  3998,  2501,    98,  3546
       325,     81000,  1643,   545,  3953,  2655,    57,  3433
       326,     81250,  1801,   444,  3897,  2806,    28,  3311
       327,     81500,  1961,   353,  3829,  2953,    11,  3181
       328,     81750,  2121,   273,  3750,  3093,     7,  3044
       329,     82000,  2281,   204,  3660,  3228,    16,  2901
       330,     82250,  2439,   146,  3561,  3355,    37,  2753
       331,     82500,  2595,   100,  3452,  3474,    70,  2600
       332,     82750,  2748,    66,  3334,  3584,   116,  2444
       333,     83000,  2896,    45,  3208,  3685,   174,  2286
       334,     83250,  3039,    36,  3075,  3775,   243,  2126
       335,     83500,  3176,    39,  2935,  3855,   323,  1966
       336,     83750,  3307,    55,  2790,  3924,   414,  1806
       337,     84000,  3429,    83,  2640,  3982,   515,  1647
       338,     84250,  3543,   124,  2486,  4027,   625,  1491
       339,     84500,  3647,   176,  2330,  4060,   744,  1339
       340,     84750,  3742,   241,  2171,  4081,   872,  1191
       341,     85000,  3827,   316,  2012,  4089,  1006,  1048
       342,     85250,  3900,   402,  1853,  4085,  1147,   911
       343,     85500,  3962,   499,  1695,  4068,  1294,   782
       344,     85750,  4012,   605,  1539,  4039,  1445,   660
       345,     86000,  4050,   720,  1386,  3997,  1600,   546
       346,     86250,  4076,   843,  1237,  3943,  1757,   442
       347,     86500,  4089,   974,  1093,  3878,  1917,   348
       348,     86750,  4090,  1112,   955,  3801,  2077,   265
       349,     87000,  4078,  1256,   823,  3714,  2237,   192
       350,     87250,  4054,  1404,   699,  3616,  2396,   131
       351,     87500,  4017,  1557,   583,  3509,  2553,    81
       352,     87750,  3968,  1712,   476,  3392,  2706,    44
       353,     88000,  3908,  1870,   378,  3268,  2856,    19
       354,     88250,  3835,  2030,   291,  3136,  3001,     6
       355,     88500,  3752,  2189,   214,  2997,  3139,     7
       356,     88750,  3658,  2347,   149,  2852,  3271,    19
       357,     89000,  3555,  2504,    95,  2702,  3396,    45
       358,     89250,  3442,  2658,    53,  2548,  3512,    82
       359,     89500,  3320,  2809,    23,  2392,  3619,   132
       360,     89750,  3191,  2955,     6,  2233,  3717,   193
       361,     90000,  3055,  3095,     1,  2073,  3804,   266
       362,     90250,  2912,  3229,     9,  1912,  3880,   350
       363,     90500,  2764,  3356,    29,  1753,  3946,   445
       364,     90750,  2612,  3475,    62,  1595,  3999,   549
       365,     91000,  2456,  3585,   106,  1440,  4040,   663
       366,     91250,  2298,  3686,   163,  1289,  4069,   785
       367,     91500,  2138,  3777,   231,  1143,  4086,   915
       368,     91750,  1978,  3857,   310,  1002,  4090,  1051
       369,     92000,  1818,  3927,   399,   868,  4081,  1194
       370,     92250,  1659,  3984,   499,   740,  4060,  1343
       371,     92500,  1503,  4030,   608,   621,  4027,  1495
       372,     92750,  1350,  4064,   726,   511,  3981,  1651
       373,     93000,  1202,  4086,   852,   410,  3924,  1810
       374,     93250,  1058,  4095,   986,   320,  3854,  1970
       375,     93500,   921,  4091,  1125,   240,  3774,  2130
       376,     93750,   791,  4075,  1271,   171,  3683,  2290
       377,     94000,   669,  4047,  1421,   113,  3582,  2449
       378,     94250,   555,  4006,  1575,    68,  3472,  2605
       379,     94500,   450,  3954,  1731,    35,  3352,  2757
       380,     94750,   355,  3889,  1890,    14,  3225,  2906
       381,     95000,   271,  3814,  2049,     6,  3090,  3049
       382,     95250,   197,  3728,  2208,    10,  2949,  3185
       383,     95500,   135,  3631,  2366,    27,  2803,  3315
       384,     95750,    85,  3525,  2522,    56,  2652,  3437
       385,     96000,    47,  3410,  2675,    98,  2497,  3550
       386,     96250,    21,  3286,  2824,   152,  2339,  3655
       387,     96500,     8,  3155,  2969,   217,  2179,  3749
       388,     96750,     7,  3017,  3107,   294,  2019,  3833
       389,     97000,    19,  2874,  3239,   381,  1859,  3905
       390,     97250,    43,  2725,  3363,   479,  1700,  3967
       391,     97500,    80,  2572,  3479,   586,  1543,  4016
       392,     97750,   129,  2416,  3586,   703,  1389,  4053
       393,     98000,   190,  2258,  3684,   827,  1240,  4078
       394,     98250,   262,  2099,  3771,   960,  1095,  4091
       395,     98500,   345,  1940,  3848,  1099,   956,  4091
       396,     98750,   439,  1781,  3914,  1244,   824,  4078
       397,     99000,   543,  1624,  3967,  1393,   699,  4053
       398,     99250,   656,  1470,  4009,  1547,   583,  4015
       399,     99500,   777,  1319,  4039,  1704,   476,  3965
       400,     99750,   907,  1173,  4057,  1863,   378,  3904
       401,    100000,  1043,  1033,  4061,  2023,   291,  3831
       402,    100250,  1186,   898,  4054,  2184,   215,  3747
       403,    100500,  1334,   771,  4034,  2343,   149,  3652
       404,    100750,  1486,   652,  4001,  2501,    96,  3548
       405,    101000,  1642,   542,  3957,  2656,    55,  3434
       406,    101250,  1800,   441,  3900,  2807,    26,  3312
       407,    101500,  1960,   350,  3832,  2954,     9,  3182
       408,    101750,  2121,   270,  3753,  3095,     5,  3045
       409,    102000,  2281,   201,  3663,  3229,    13,  2902
       410,    102250,  2440,   143,  3564,  3356,    35,  2754
       411,    102500,  2596,    97,  3454,  3475,    68,  2601
       412,    102750,  2749,    63,  3336,  3586,   114,  2445
       413,    103000,  2897,    41,  3210,  3687,   171,  2286
       414,    103250,  3040,    32,  3077,  3777,   241,  2126
       415,    103500,  3178,    36,  2937,  3857,   321,  1966
       416,    103750,  3308,    52,  2792,  3926,   412,  1805
       417,    104000,  3430,    80,  2642,  3984,   513,  1647
       418,    104250,  3544,   121,  2488,  4029,   624,  1491
       419,    104500,  3649,   173,  2331,  4062,   743,  1338
       420,    104750,  3744,   238,  2173,  4083,   870,  1190
       421,    105000,  3829,   313,  2013,  4091,  1005,  1047
       422,    105250,  3902,   399,  1854,  4087,  1146,   910
       423,    105500,  3964,   496,  1696,  4070,  1293,   780
       424,    105750,  4014,   602,  1540,  4041,  1444,   658
       425,    106000,  4052,   718,  1387,  3999,  1599,   545
       426,    106250,  4078,   841,  1237,  3945,  1757,   441
       427,    106500,  4092,   972,  1093,  3880,  1917,   346
       428,    106750,  4092,  1110,   955,  3803,  2077,   263
       429,    107000,  4080,  1254,   823,  3716,  2237,   190
       430,    107250,  4056,  1402,   699,  3618,  2396,   129
       431,    107500,  4019,  1555,   583,  3510,  2553,    79
       432,    107750,  3970,  1711,   475,  3394,  2707,    42
       433,    108000,  3909,  1869,   378,  3269,  2857,    17
       434,    108250,  3837,  2028,   290,  3137,  3002,     4
       435,    108500,  3754,  2188,   214,  2998,  3141,     4
       436,    108750,  3660,  2347,   148,  2853,  3273,    17
       437,    109000,  3556,  2504,    94,  2703,  3397,    42
       438,    109250,  3443,  2658,    52,  2549,  3514,    80
       439,    109500,  3322,  2809,    23,  2392,  3621,   130
       440,    109750,  3192,  2955,     5,  2233,  3719,   191
       441,    110000,  3056,  3095,     0,  2073,  3806,   265
       442,    110250,  2913,  3230,     8,  1912,  3882,   349
       443,    110500,  2765,  3357,    28,  1753,  3947,   443
       444,    110750,  2612,  3476,    61,  1595,  4001,   548
       445,    111000,  2456,  3586,   105,  1440,  4042,   661
       446,    111250,  2298,  3687,   162,  1289,  4071,   783
       447,    111500,  2138,  3778,   230,  1142,  4088,   913
       448,    111750,  1977,  3858,   309,  1001,  4092,  1050
       449,    112000,  1817,  3928,   399,   866,  4083,  1194
       450,    112250,  1659,  3985,   499,   739,  4062,  1342
       451,    112500,  1502,  4031,   608,   620,  4029,  1495
       452,    112750,  1349,  4065,   726,   510,  3983,  1651
       453,    113000,  1201,  4087,   852,   409,  3925,  1810
       454,    113250,  1057,  4096,   986,   318,  3856,  1970
       455,    113500,   920,  4092,  1126,   238,  3776,  2131
       456,    113750,   790,  4076,  1271,   169,  3685,  2291
       457,    114000,   667,  4048,  1421,   111,  3584,  2449
       458,    114250,   553,  4007,  1575,    66,  3473,  2605
       459,    114500,   449,  3954,  1732,    33,  3354,  2758
       460,    114750,   354,  3890,  1890,    12,  3226,  2906
       461,    115000,   269,  3815,  2050,     4,  3091,  3050
       462,    115250,   196,  3728,  2209,     8,  2950,  3186
       463,    115500,   134,  3632,  2368,    25,  2804,  3316
       464,    115750,    83,  3525,  2524,    54,  2652,  3438
       465,    116000,    45,  3410,  2677,    96,  2497,  3552
       466,    116250,    19,  3286,  2826,   150,  2339,  3656
       467,    116500,     6,  3155,  2970,   215,  2180,  3750
       468,    116750,     5,  3017,  3109,   292,  2019,  3834
       469,    117000,    17,  2873,  3241,   380,  1859,  3907
       470,    117250,    42,  2725,  3365,   477,  1700,  3968
       471,    117500,    78,  2572,  3481,   585,  1543,  4018
       472,    117750,   127,  2416,  3589,   702,  1389,  4055
       473,    118000,   188,  2258,  3686,   826,  1239,  4080
       474,    118250,   261,  2098,  3774,   959,  1094,  4092
       475,    118500,   344,  1939,  3851,  1098,   955,  4092
       476,    118750,   438,  1780,  3916,  1243,   823,  4080
       477,    119000,   541,  1623,  3970,  1393,   698,  4054
       478,    119250,   655,  1468,  4012,  1547,   582,  4017
       479,    119500,   776,  1318,  4042,  1704,   474,  3967
       480,    119750,   906,  1172,  4059,  1863,   377,  3905
       481,    120000,  1042,  1031,  4064,  2023,   290,  3832
       482,    120250,  1185,   897,  4056,  2184,   213,  3748
